Rezultati za V3_V_S_7_11_2012_V.2.kml
16.488338 43.857985 479.720000 l
16.488339 43.857963 479.750000 l
16.488339 43.857942 479.770000 p
16.488339 43.857921 479.780000 p
16.488339 43.857900 479.800000 p
16.488339 43.857879 479.840000 p
16.488339 43.857858 479.850000 p
16.488339 43.857836 479.860000 p
16.488339 43.857815 479.870000 p
16.488339 43.857794 479.870000 p
16.488339 43.857772 479.880000 p
16.488339 43.857751 479.900000 p
16.488339 43.857729 479.910000 p
16.488339 43.857708 479.930000 p
16.488339 43.857687 479.960000 r
16.488340 43.857666 479.990000 l
16.488339 43.857644 480.010000 l
16.488339 43.857623 480.010000 p
16.488339 43.857601 480.030000 p
16.488339 43.857579 480.040000 p
16.488339 43.857558 480.030000 p
16.488339 43.857537 480.030000 p
16.488339 43.857515 480.030000 p
16.488339 43.857493 480.060000 r
16.488338 43.857471 480.060000 l
16.488338 43.857450 480.060000 p
16.488338 43.857428 480.050000 p
16.488338 43.857406 480.040000 p
16.488338 43.857385 480.020000 l
16.488337 43.857363 480.030000 r
16.488337 43.857341 480.080000 p
16.488337 43.857320 480.090000 p
16.488337 43.857298 480.080000 p
16.488337 43.857276 480.060000 p
16.488337 43.857254 480.070000 p
16.488337 43.857233 480.080000 p
16.488337 43.857211 480.090000 p
16.488337 43.857190 480.110000 l
16.488336 43.857168 480.120000 r
16.488336 43.857146 480.130000 p
16.488336 43.857125 480.140000 p
16.488336 43.857104 480.150000 p
16.488336 43.857082 480.170000 p
16.488336 43.857060 480.190000 p
16.488336 43.857039 480.200000 p
16.488336 43.857017 480.220000 p
16.488336 43.856996 480.230000 l
16.488337 43.856974 480.260000 l
16.488337 43.856953 480.290000 p
16.488337 43.856932 480.310000 p
16.488337 43.856910 480.330000 p
16.488337 43.856889 480.340000 l
16.488338 43.856867 480.360000 l
16.488338 43.856846 480.390000 p
16.488338 43.856824 480.430000 l
16.488339 43.856803 480.450000 l
16.488339 43.856781 480.480000 p
16.488339 43.856760 480.510000 l
16.488340 43.856738 480.530000 l
16.488340 43.856717 480.550000 p
16.488340 43.856695 480.580000 p
16.488340 43.856674 480.610000 l
16.488341 43.856652 480.640000 l
16.488341 43.856631 480.660000 p
16.488341 43.856609 480.680000 r
16.488342 43.856587 480.690000 l
16.488342 43.856566 480.700000 p
16.488342 43.856544 480.700000 r
16.488343 43.856522 480.720000 l
16.488343 43.856501 480.730000 p
16.488343 43.856479 480.760000 r
16.488344 43.856457 480.780000 r
16.488344 43.856435 480.800000 r
16.488345 43.856413 480.830000 r
16.488346 43.856392 480.850000 l
16.488346 43.856370 480.870000 r
16.488347 43.856348 480.900000 p
16.488348 43.856326 480.920000 r
16.488350 43.856304 480.940000 r
16.488351 43.856282 480.960000 p
16.488352 43.856260 480.980000 r
16.488353 43.856239 481.000000 l
16.488355 43.856216 481.020000 l
16.488356 43.856195 481.030000 l
16.488358 43.856173 481.050000 r
16.488359 43.856151 481.050000 r
16.488361 43.856129 481.080000 p
16.488363 43.856107 481.100000 p
16.488365 43.856085 481.110000 p
16.488367 43.856063 481.130000 p
16.488369 43.856041 481.150000 r
16.488372 43.856019 481.170000 r
16.488374 43.855997 481.180000 r
16.488377 43.855975 481.210000 r
16.488379 43.855953 481.240000 r
16.488382 43.855931 481.210000 p
16.488385 43.855909 481.230000 l
16.488387 43.855886 481.240000 l
16.488390 43.855864 481.260000 p
16.488393 43.855842 481.260000 p
16.488396 43.855820 481.280000 p
16.488399 43.855798 481.300000 r
16.488402 43.855775 481.310000 r
16.488405 43.855753 481.320000 p
16.488408 43.855731 481.330000 p
16.488411 43.855709 481.350000 r
16.488415 43.855687 481.350000 l
16.488418 43.855664 481.360000 r
16.488421 43.855642 481.380000 r
16.488425 43.855620 481.390000 p
16.488429 43.855598 481.420000 r
16.488432 43.855576 481.440000 r
16.488436 43.855554 481.460000 p
16.488440 43.855532 481.480000 p
16.488444 43.855510 481.500000 p
16.488448 43.855488 481.520000 p
16.488452 43.855466 481.510000 p
16.488456 43.855444 481.500000 r
16.488460 43.855423 481.520000 l
16.488465 43.855401 481.550000 r
16.488469 43.855379 481.570000 r
16.488474 43.855357 481.600000 l
16.488478 43.855336 481.630000 l
16.488483 43.855314 481.660000 p
16.488488 43.855292 481.690000 l
16.488492 43.855271 481.720000 l
16.488497 43.855249 481.750000 p
16.488502 43.855227 481.770000 r
16.488507 43.855206 481.800000 p
16.488512 43.855185 481.840000 r
16.488518 43.855164 481.880000 r
16.488523 43.855142 481.910000 r
16.488528 43.855121 481.940000 r
16.488534 43.855100 481.980000 r
16.488539 43.855079 482.010000 r
16.488545 43.855058 482.030000 r
16.488551 43.855036 482.060000 l
16.488556 43.855016 482.090000 l
16.488562 43.854995 482.120000 r
16.488567 43.854974 482.150000 r
16.488573 43.854953 482.170000 p
16.488579 43.854932 482.190000 p
16.488585 43.854911 482.210000 r
16.488590 43.854890 482.240000 l
16.488596 43.854870 482.270000 r
16.488602 43.854849 482.310000 p
16.488608 43.854828 482.340000 r
16.488614 43.854808 482.370000 r
16.488620 43.854787 482.400000 r
16.488626 43.854767 482.430000 r
16.488632 43.854746 482.470000 r
16.488638 43.854726 482.500000 p
16.488644 43.854706 482.520000 r
16.488651 43.854685 482.550000 r
16.488657 43.854665 482.580000 p
16.488663 43.854645 482.610000 r
16.488670 43.854625 482.630000 p
16.488677 43.854605 482.650000 r
16.488683 43.854585 482.680000 r
16.488690 43.854565 482.700000 r
16.488696 43.854545 482.710000 r
16.488703 43.854525 482.710000 p
16.488710 43.854505 482.720000 p
16.488717 43.854485 482.720000 p
16.488724 43.854465 482.740000 r
16.488730 43.854445 482.770000 r
16.488737 43.854425 482.780000 r
16.488745 43.854405 482.790000 r
16.488752 43.854385 482.800000 r
16.488759 43.854366 482.810000 r
16.488766 43.854346 482.810000 r
16.488774 43.854326 482.740000 r
16.488781 43.854307 482.680000 r
16.488789 43.854288 482.630000 r
16.488796 43.854268 482.580000 r
16.488804 43.854249 482.530000 r
16.488812 43.854229 482.490000 r
16.488819 43.854210 482.440000 r
16.488827 43.854190 482.400000 r
16.488835 43.854171 482.360000 r
16.488843 43.854151 482.330000 r
16.488850 43.854132 482.290000 r
16.488858 43.854112 482.260000 r
16.488866 43.854093 482.220000 r
16.488874 43.854073 482.180000 r
16.488881 43.854053 482.150000 r
16.488889 43.854034 482.110000 r
16.488897 43.854014 482.070000 r
16.488905 43.853995 482.040000 r
16.488912 43.853976 482.010000 r
16.488920 43.853956 481.980000 r
16.488928 43.853937 481.960000 r
16.488936 43.853917 481.950000 r
16.488943 43.853898 481.940000 r
16.488951 43.853878 481.930000 r
16.488959 43.853859 481.930000 r
16.488967 43.853839 481.910000 r
16.488975 43.853820 481.890000 p
16.488983 43.853801 481.870000 r
16.488991 43.853781 481.850000 r
16.488999 43.853762 481.830000 r
16.489007 43.853742 481.810000 r
16.489015 43.853723 481.790000 r
16.489023 43.853703 481.770000 r
16.489031 43.853684 481.760000 p
16.489039 43.853665 481.740000 r
16.489047 43.853645 481.810000 r
16.489054 43.853626 481.800000 r
16.489062 43.853606 481.780000 r
16.489070 43.853587 481.750000 p
16.489078 43.853568 481.730000 p
16.489086 43.853549 481.680000 r
16.489093 43.853529 481.650000 r
16.489101 43.853510 481.620000 p
16.489109 43.853491 481.610000 r
16.489116 43.853471 481.570000 r
16.489124 43.853452 481.540000 r
16.489131 43.853433 481.510000 r
16.489139 43.853414 481.480000 p
16.489147 43.853395 481.440000 r
16.489154 43.853376 481.410000 r
16.489162 43.853357 481.370000 p
16.489170 43.853338 481.380000 r
16.489177 43.853319 481.350000 r
16.489185 43.853300 481.310000 p
16.489193 43.853281 481.270000 r
16.489200 43.853262 481.240000 r
16.489208 43.853243 481.210000 r
16.489216 43.853225 481.180000 r
16.489224 43.853206 481.140000 p
16.489232 43.853187 481.110000 p
16.489240 43.853168 481.080000 r
16.489247 43.853150 481.040000 r
16.489255 43.853131 480.990000 p
16.489263 43.853112 480.960000 p
16.489271 43.853093 480.940000 r
16.489279 43.853075 480.920000 r
16.489287 43.853056 480.900000 p
16.489295 43.853037 480.870000 r
16.489303 43.853019 480.840000 r
16.489311 43.853000 480.810000 r
16.489320 43.852982 480.780000 r
16.489328 43.852963 480.750000 r
16.489336 43.852945 480.730000 r
16.489345 43.852926 480.700000 r
16.489353 43.852908 480.670000 r
16.489361 43.852889 480.640000 r
16.489370 43.852871 480.610000 r
16.489378 43.852852 480.580000 r
16.489387 43.852834 480.560000 r
16.489395 43.852815 480.530000 r
16.489404 43.852797 480.500000 r
16.489412 43.852778 480.460000 r
16.489421 43.852760 480.430000 p
16.489430 43.852742 480.410000 p
16.489439 43.852724 480.370000 r
16.489448 43.852705 480.330000 r
16.489457 43.852687 480.300000 p
16.489466 43.852669 480.280000 r
16.489476 43.852650 480.270000 r
16.489486 43.852632 480.240000 r
16.489495 43.852614 480.210000 r
16.489505 43.852596 480.180000 r
16.489514 43.852578 480.140000 r
16.489524 43.852559 480.100000 l
16.489534 43.852542 480.070000 r
16.489545 43.852523 480.030000 r
16.489555 43.852505 480.010000 p
16.489565 43.852487 479.970000 p
16.489575 43.852469 479.950000 r
16.489586 43.852451 479.910000 r
16.489596 43.852433 479.880000 r
16.489607 43.852415 479.850000 p
16.489618 43.852397 479.830000 p
16.489629 43.852379 479.800000 p
16.489640 43.852361 479.770000 p
16.489651 43.852343 479.740000 p
16.489662 43.852325 479.710000 r
16.489674 43.852307 479.670000 r
16.489685 43.852289 479.630000 r
16.489697 43.852271 479.590000 r
16.489708 43.852253 479.560000 r
16.489720 43.852236 479.550000 r
16.489732 43.852218 479.540000 p
16.489744 43.852200 479.530000 p
16.489756 43.852182 479.520000 r
16.489768 43.852165 479.510000 r
16.489780 43.852147 479.500000 p
16.489792 43.852129 479.500000 r
16.489805 43.852111 479.550000 r
16.489817 43.852094 479.540000 r
16.489830 43.852076 479.530000 r
16.489842 43.852059 479.570000 r
16.489855 43.852042 479.600000 r
16.489868 43.852024 479.650000 r
16.489881 43.852007 479.680000 p
16.489894 43.851990 479.710000 p
16.489907 43.851973 479.750000 r
16.489919 43.851955 479.780000 r
16.489933 43.851938 479.820000 r
16.489946 43.851921 479.850000 r
16.489960 43.851904 479.880000 r
16.489973 43.851886 479.910000 r
16.489987 43.851869 479.950000 r
16.490000 43.851852 479.980000 r
16.490014 43.851835 480.020000 r
16.490029 43.851818 480.050000 r
16.490043 43.851800 480.070000 l
16.490057 43.851784 480.110000 r
16.490071 43.851767 480.120000 r
16.490086 43.851749 480.140000 r
16.490101 43.851732 480.160000 r
16.490115 43.851715 480.170000 r
16.490130 43.851698 480.210000 p
16.490145 43.851681 480.220000 p
16.490160 43.851664 480.240000 p
16.490175 43.851647 480.250000 r
16.490191 43.851631 480.250000 r
16.490206 43.851614 480.260000 r
16.490222 43.851597 480.280000 r
16.490237 43.851580 480.300000 r
16.490253 43.851563 480.310000 r
16.490269 43.851547 480.300000 r
16.490284 43.851530 480.310000 l
16.490301 43.851513 480.330000 l
16.490316 43.851496 480.350000 l
16.490333 43.851479 480.380000 l
16.490348 43.851462 480.390000 l
16.490365 43.851445 480.400000 r
16.490381 43.851428 480.400000 r
16.490397 43.851412 480.400000 p
16.490414 43.851395 480.410000 r
16.490430 43.851378 480.420000 r
16.490447 43.851362 480.440000 r
16.490464 43.851345 480.440000 p
16.490481 43.851328 480.450000 p
16.490498 43.851311 480.410000 r
16.490516 43.851295 480.360000 r
16.490533 43.851278 480.310000 r
16.490550 43.851262 480.310000 r
16.490568 43.851245 480.330000 r
16.490585 43.851229 480.330000 r
16.490603 43.851213 480.340000 r
16.490621 43.851196 480.330000 r
16.490639 43.851180 480.330000 r
16.490657 43.851163 480.320000 r
16.490675 43.851147 480.320000 r
16.490694 43.851131 480.320000 r
16.490712 43.851115 480.320000 r
16.490731 43.851099 480.320000 p
16.490750 43.851083 480.340000 r
16.490768 43.851067 480.350000 r
16.490787 43.851051 480.360000 r
16.490807 43.851035 480.360000 r
16.490826 43.851020 480.370000 r
16.490845 43.851004 480.390000 p
16.490864 43.850988 480.400000 p
16.490883 43.850972 480.400000 r
16.490903 43.850957 480.400000 r
16.490923 43.850941 480.400000 r
16.490942 43.850926 480.400000 r
16.490962 43.850910 480.420000 p
16.490982 43.850894 480.440000 r
16.491002 43.850879 480.450000 r
16.491022 43.850863 480.460000 r
16.491042 43.850848 480.470000 p
16.491062 43.850833 480.460000 r
16.491082 43.850817 480.470000 r
16.491102 43.850802 480.470000 r
16.491122 43.850786 480.470000 r
16.491143 43.850771 480.470000 r
16.491163 43.850756 480.470000 r
16.491184 43.850741 480.480000 r
16.491204 43.850725 480.480000 r
16.491225 43.850710 480.480000 p
16.491246 43.850695 480.480000 r
16.491266 43.850680 480.480000 r
16.491287 43.850665 480.480000 p
16.491308 43.850650 480.480000 p
16.491329 43.850635 480.480000 p
16.491350 43.850620 480.470000 p
16.491371 43.850605 480.480000 r
16.491392 43.850589 480.480000 l
16.491413 43.850575 480.480000 r
16.491434 43.850560 480.480000 r
16.491455 43.850544 480.480000 l
16.491476 43.850530 480.480000 r
16.491497 43.850515 480.470000 p
16.491518 43.850500 480.470000 r
16.491540 43.850485 480.470000 r
16.491561 43.850470 480.460000 p
16.491582 43.850455 480.460000 p
16.491603 43.850440 480.460000 r
16.491625 43.850425 480.460000 r
16.491646 43.850410 480.460000 p
16.491667 43.850395 480.450000 r
16.491688 43.850381 480.450000 l
16.491710 43.850365 480.450000 l
16.491731 43.850351 480.450000 r
16.491753 43.850336 480.440000 r
16.491774 43.850321 480.440000 p
16.491795 43.850306 480.440000 r
16.491817 43.850291 480.440000 r
16.491838 43.850276 480.450000 r
16.491860 43.850261 480.470000 r
16.491881 43.850246 480.470000 p
16.491902 43.850231 480.470000 r
16.491924 43.850216 480.460000 r
16.491945 43.850201 480.460000 r
16.491967 43.850186 480.460000 r
16.491988 43.850171 480.450000 r
16.492010 43.850156 480.450000 r
16.492031 43.850141 480.430000 r
16.492053 43.850126 480.410000 r
16.492074 43.850111 480.400000 r
16.492096 43.850096 480.390000 r
16.492117 43.850081 480.400000 r
16.492139 43.850066 480.410000 r
16.492160 43.850051 480.410000 r
16.492182 43.850036 480.430000 r
16.492203 43.850021 480.450000 p
16.492224 43.850006 480.490000 r
16.492246 43.849991 480.510000 r
16.492268 43.849975 480.520000 r
16.492289 43.849960 480.510000 r
16.492311 43.849945 480.510000 r
16.492332 43.849930 480.510000 r
16.492354 43.849915 480.530000 p
16.492376 43.849900 480.550000 r
16.492397 43.849885 480.560000 r
16.492419 43.849870 480.560000 r
16.492440 43.849855 480.560000 r
16.492462 43.849840 480.570000 p
16.492484 43.849825 480.590000 p
16.492506 43.849810 480.600000 r
16.492527 43.849795 480.620000 r
16.492549 43.849779 480.640000 r
16.492570 43.849764 480.650000 r
16.492592 43.849749 480.650000 p
16.492614 43.849734 480.650000 p
16.492636 43.849719 480.660000 r
16.492657 43.849704 480.670000 r
16.492679 43.849689 480.680000 p
16.492701 43.849674 480.690000 r
16.492722 43.849658 480.710000 r
16.492744 43.849643 480.710000 p
16.492766 43.849628 480.720000 r
16.492787 43.849613 480.730000 r
16.492809 43.849597 480.730000 r
16.492831 43.849582 480.720000 r
16.492852 43.849567 480.710000 r
16.492874 43.849551 480.730000 r
16.492896 43.849536 480.760000 p
16.492918 43.849521 480.800000 r
16.492939 43.849506 480.830000 r
16.492961 43.849491 480.860000 r
16.492983 43.849475 480.860000 r
16.493005 43.849460 480.870000 r
16.493026 43.849444 480.880000 r
16.493048 43.849429 480.900000 p
16.493070 43.849414 480.920000 p
16.493092 43.849399 480.950000 r
16.493114 43.849383 480.960000 r
16.493136 43.849368 480.960000 r
16.493157 43.849353 480.970000 r
16.493179 43.849338 480.990000 r
16.493201 43.849322 481.000000 r
16.493223 43.849307 481.010000 p
16.493245 43.849292 481.030000 p
16.493267 43.849277 481.030000 r
16.493288 43.849261 481.040000 r
16.493310 43.849246 481.050000 p
16.493332 43.849231 481.060000 p
16.493354 43.849216 481.070000 p
16.493376 43.849201 481.080000 p
16.493398 43.849186 481.090000 p
16.493420 43.849171 481.090000 r
16.493443 43.849156 481.080000 r
16.493465 43.849140 481.080000 r
16.493486 43.849125 481.090000 l
16.493509 43.849110 481.110000 r
16.493531 43.849095 481.130000 r
16.493552 43.849080 481.150000 l
16.493575 43.849065 481.190000 l
16.493596 43.849049 481.200000 r
16.493618 43.849034 481.220000 p
16.493640 43.849019 481.240000 r
16.493662 43.849003 481.250000 r
16.493684 43.848988 481.260000 p
16.493706 43.848973 481.290000 r
16.493727 43.848957 481.300000 r
16.493749 43.848942 481.320000 r
16.493771 43.848926 481.340000 r
16.493793 43.848911 481.350000 p
16.493815 43.848896 481.360000 r
16.493837 43.848880 481.380000 r
16.493858 43.848865 481.390000 r
16.493880 43.848849 481.400000 r
16.493902 43.848834 481.410000 r
16.493924 43.848818 481.450000 r
16.493945 43.848803 481.470000 r
16.493967 43.848788 481.490000 r
16.493989 43.848772 481.500000 p
16.494011 43.848756 481.520000 r
16.494033 43.848741 481.530000 r
16.494055 43.848725 481.560000 r
16.494077 43.848710 481.580000 r
16.494099 43.848694 481.600000 r
16.494121 43.848679 481.610000 r
16.494143 43.848663 481.630000 r
16.494165 43.848648 481.640000 p
16.494187 43.848633 481.670000 r
16.494209 43.848617 481.690000 r
16.494231 43.848602 481.700000 r
16.494254 43.848586 481.720000 r
16.494276 43.848571 481.730000 r
16.494298 43.848555 481.730000 r
16.494320 43.848540 481.740000 r
16.494342 43.848524 481.750000 r
16.494365 43.848509 481.760000 r
16.494387 43.848493 481.770000 r
16.494409 43.848478 481.790000 r
16.494432 43.848462 481.810000 r
16.494454 43.848447 481.820000 r
16.494476 43.848431 481.840000 r
16.494498 43.848416 481.850000 r
16.494521 43.848400 481.850000 r
16.494543 43.848384 481.850000 r
16.494565 43.848369 481.840000 r
16.494587 43.848353 481.840000 p
16.494609 43.848337 481.840000 r
16.494632 43.848322 481.830000 r
16.494654 43.848306 481.830000 p
16.494676 43.848290 481.810000 r
16.494699 43.848275 481.790000 r
16.494721 43.848259 481.770000 p
16.494743 43.848243 481.750000 r
16.494765 43.848228 481.750000 r
16.494787 43.848212 481.760000 r
16.494810 43.848196 481.770000 r
16.494832 43.848180 481.760000 r
16.494854 43.848165 481.740000 r
16.494876 43.848149 481.720000 p
